Input String,Response String,text,Responder
"Hermione: Well, you see, you shouldn’t have told her that you wanted to meet me halfway through your date.","Harry: That’s right, but — you told me to meet you at twelve and to bring her along, how was I supposed to do that without telling her — ?","###Prompt: Hermione: Well, you see, you shouldn’t have told her that you wanted to meet me halfway through your date.
Answer as if you are Harry to the previous line.

###Assistant: Harry: That’s right, but — you told me to meet you at twelve and to bring her along, how was I supposed to do that without telling her — ?",Harry
"Hermione: You should have told her differently, You should have said it was really annoying, but I’d made you promise to come along to the Three Broomsticks, and you really didn’t want to go, you’d much rather spend the whole day with her, but unfortunately you thought you really ought to meet me and would she please, please come along with you, and hopefully you’d be able to get away more quickly? And it might have been a good idea to mention how ugly you think I am too,","Harry: But I don’t think you’re ugly,","###Prompt: Hermione: You should have told her differently, You should have said it was really annoying, but I’d made you promise to come along to the Three Broomsticks, and you really didn’t want to go, you’d much rather spend the whole day with her, but unfortunately you thought you really ought to meet me and would she please, please come along with you, and hopefully you’d be able to get away more quickly? And it might have been a good idea to mention how ugly you think I am too,
Answer as if you are Harry to the previous line.

###Assistant: Harry: But I don’t think you’re ugly,",Harry
"Hermione: Harry, you’re worse than Ron. . . . Well, no, you’re not, Look — you upset Cho when you said you were going to meet me, so she tried to make you jealous. It was her way of trying to find out how much you liked her.","Harry: Is that what she was doing? Well, wouldn’t it have been easier if she’d just asked me whether I liked her better than you?","###Prompt: Hermione: Harry, you’re worse than Ron. . . . Well, no, you’re not, Look — you upset Cho when you said you were going to meet me, so she tried to make you jealous. It was her way of trying to find out how much you liked her.
Answer as if you are Harry to the previous line.

###Assistant: Harry: Is that what she was doing? Well, wouldn’t it have been easier if she’d just asked me whether I liked her better than you?",Harry
"Hermione: Girls don’t often ask questions like that,","Harry: Well, they should! Then I could’ve just told her I fancy her, and she wouldn’t have had to get herself all worked up again about Cedric dying!","###Prompt: Hermione: Girls don’t often ask questions like that,
Answer as if you are Harry to the previous line.

###Assistant: Harry: Well, they should! Then I could’ve just told her I fancy her, and she wouldn’t have had to get herself all worked up again about Cedric dying!",Harry
"Hermione: I’m not saying what she did was sensible, I’m just trying to make you see how she was feeling at the time.","Ron: You should write a book, translating mad things girls do so boys can understand them.","###Prompt: Hermione: I’m not saying what she did was sensible, I’m just trying to make you see how she was feeling at the time.
Answer as if you are Ron to the previous line.

###Assistant: Ron: You should write a book, translating mad things girls do so boys can understand them.",Ron
"Harry: Yeah,","Ron: It was a nightmare,","###Prompt: Harry: Yeah,
Answer as if you are Ron to the previous line.

###Assistant: Ron: It was a nightmare,",Ron
"Hermione: Oh come on,","Ginny: Yes, it was, It was appalling. Angelina was nearly in tears by the end of it.Fred: Ron and Ginny not here? Good.   We were watching their practice.They’re going to be slaughtered. They’re complete rubbish without us.","###Prompt: Hermione: Oh come on,
Answer as if you are Ginny to the previous line.

###Assistant: Ginny: Yes, it was, It was appalling. Angelina was nearly in tears by the end of it.Fred: Ron and Ginny not here? Good.   We were watching their practice.They’re going to be slaughtered. They’re complete rubbish without us.",Ginny
"George: Come on, Ginny’s not bad, Actually, I dunno how she got so good, seeing how we never let her play with us . . .","Hermione: She’s been breaking into your broom shed in the garden since the age of six and taking each of your brooms out in turn when you weren’t looking,","###Prompt: George: Come on, Ginny’s not bad, Actually, I dunno how she got so good, seeing how we never let her play with us . . .
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: She’s been breaking into your broom shed in the garden since the age of six and taking each of your brooms out in turn when you weren’t looking,",Hermione
"George: Oh, Well — that’d explain it.",Hermione: Has Ron saved a goal yet?,"###Prompt: George: Oh, Well — that’d explain it.
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Has Ron saved a goal yet?",Hermione
"Fred: Well, he can do it if he doesn’t think anyone’s watching him, So all we have to do is ask the crowd to turn their backs and talk among themselves every time the Quaffle goes up his end on Saturday. You know, Quidditch was about the only thing in this place worth staying for.",Hermione: You’ve got exams coming!,"###Prompt: Fred: Well, he can do it if he doesn’t think anyone’s watching him, So all we have to do is ask the crowd to turn their backs and talk among themselves every time the Quaffle goes up his end on Saturday. You know, Quidditch was about the only thing in this place worth staying for.
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: You’ve got exams coming!",Hermione
"Fred: Told you already, we’re not fussed about N.E.W.T.s,   The Snackboxes are ready to roll, we found out how to get rid of those boils, just a couple of drops of murtlap essence sorts them, Lee put us onto it . . .",George: I dunno if I even want to watch this match. If Zacharias Smith beats us I might have to kill myself.,"###Prompt: Fred: Told you already, we’re not fussed about N.E.W.T.s,   The Snackboxes are ready to roll, we found out how to get rid of those boils, just a couple of drops of murtlap essence sorts them, Lee put us onto it . . .
Answer as if you are George to the previous line.

###Assistant: George: I dunno if I even want to watch this match. If Zacharias Smith beats us I might have to kill myself.",George
"Fred: Kill him, more like,","Hermione: That’s the trouble with Quidditch, it creates all this bad feeling and tension between the Houses. Well, it does! It’s only a game, isn’t it?","###Prompt: Fred: Kill him, more like,
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: That’s the trouble with Quidditch, it creates all this bad feeling and tension between the Houses. Well, it does! It’s only a game, isn’t it?",Hermione
"Harry: Hermione, you’re good on feelings and stuff, but you just don’t understand about Quidditch.","Hermione: Maybe not, but at least my happiness doesn’t depend on Ron’s goalkeeping ability.Harry: Good catch,","###Prompt: Harry: Hermione, you’re good on feelings and stuff, but you just don’t understand about Quidditch.
Answer as if you are Hermione to the previous line.

###Assistant: Hermione: Maybe not, but at least my happiness doesn’t depend on Ron’s goalkeeping ability.Harry: Good catch,",Hermione
"Ginny: I was lucky, It wasn’t a very fast Snitch and Summerby’s got a cold, he sneezed and closed his eyes at exactly the wrong moment. Anyway, once you’re back on the team —","Harry: Ginny, I’ve got a lifelong ban.","###Prompt: Ginny: I was lucky, It wasn’t a very fast Snitch and Summerby’s got a cold, he sneezed and closed his eyes at exactly the wrong moment. Anyway, once you’re back on the team —
Answer as if you are Harry to the previous line.

###Assistant: Harry: Ginny, I’ve got a lifelong ban.",Harry
"Ginny: You’re banned as long as Umbridge is in the school, There’s a difference. Anyway, once you’re back, I think I’ll try out for Chaser. Angelina and Alicia are both leaving next year and I prefer goal-scoring to Seeking anyway. Angelina still won’t let him resign, She says she knows he’s got it in him.",Slytherin: Weasley Is Our King,"###Prompt: Ginny: You’re banned as long as Umbridge is in the school, There’s a difference. Anyway, once you’re back, I think I’ll try out for Chaser. Angelina and Alicia are both leaving next year and I prefer goal-scoring to Seeking anyway. Angelina still won’t let him resign, She says she knows he’s got it in him.
Answer as if you are Slytherin to the previous line.

###Assistant: Slytherin: Weasley Is Our King",Slytherin
"Fred: I haven’t got the heart to take the mickey out of him, even, Mind you . . . when he missed the fourteenth . . . Well, I’ll save it for parties, eh?Harry: Who’re you after?",Ron: What was going on?,"###Prompt: Fred: I haven’t got the heart to take the mickey out of him, even, Mind you . . . when he missed the fourteenth . . . Well, I’ll save it for parties, eh?Harry: Who’re you after?
Answer as if you are Ron to the previous line.

###Assistant: Ron: What was going on?",Ron
"Hermione: Harry! I think I know what this means — open this one first! That’s what I thought, Harry, d’you mind if we — ?","Harry: Help yourself,","###Prompt: Hermione: Harry! I think I know what this means — open this one first! That’s what I thought, Harry, d’you mind if we — ?
Answer as if you are Harry to the previous line.

###Assistant: Harry: Help yourself,",Harry
